date,TCMNOM_M1,TCMNOM_Y1,TCMNOM_Y5
12/22/1993,,3.59,5.13
12/23/1993,,3.59,5.1
12/24/1993,,,
12/27/1993,,3.61,5.09
12/28/1993,,3.6,5.1
12/29/1993,,3.6,5.12
12/30/1993,,3.62,5.2
12/31/1993,,3.63,5.21
01/03/1994,,3.67,5.29
01/04/1994,,3.65,5.26
01/05/1994,,3.66,5.27
01/06/1994,,3.65,5.21
01/07/1994,,3.54,5.03
01/10/1994,,3.53,5.01
01/11/1994,,3.51,5
01/12/1994,,3.47,4.95
01/13/1994,,3.52,5.08
01/14/1994,,3.55,5.12
01/17/1994,,,
01/18/1994,,3.53,5.09
01/19/1994,,3.52,5.08
01/20/1994,,3.47,5.02
01/21/1994,,3.5,5.05
01/24/1994,,3.5,5.06
01/25/1994,,3.51,5.08
01/26/1994,,3.53,5.09
01/27/1994,,3.52,5.04
01/28/1994,,3.49,4.99
01/31/1994,,3.53,5.02
02/01/1994,,3.6,5.1
02/02/1994,,3.61,5.11
02/03/1994,,3.73,5.17
02/04/1994,,3.84,5.32
02/07/1994,,3.83,5.36
02/08/1994,,3.86,5.38
02/09/1994,,3.85,5.35
02/10/1994,,3.86,5.36
02/11/1994,,3.84,5.34
02/14/1994,,3.85,5.36
02/15/1994,,3.85,5.34
02/16/1994,,3.86,5.35
02/17/1994,,3.89,5.45
02/18/1994,,3.93,5.52
02/21/1994,,,
02/22/1994,,3.93,5.5
02/23/1994,,4.01,5.59
02/24/1994,,4.03,5.66
02/25/1994,,4.05,5.65
02/28/1994,,4.03,5.6
03/01/1994,,4.16,5.74
03/02/1994,,4.15,5.74
03/03/1994,,4.21,5.79
03/04/1994,,4.26,5.82
03/07/1994,,4.23,5.77
03/08/1994,,4.28,5.84
03/09/1994,,4.29,5.84
03/10/1994,,4.3,5.9
03/11/1994,,4.28,5.89
03/14/1994,,4.32,5.94
03/15/1994,,4.32,5.91
03/16/1994,,4.28,5.86
03/17/1994,,4.28,5.88
03/18/1994,,4.35,5.97
03/21/1994,,4.41,6.03
03/22/1994,,4.33,5.92
03/23/1994,,4.32,5.92
03/24/1994,,4.37,6.05
03/25/1994,,4.38,6.08
03/28/1994,,4.41,6.1
03/29/1994,,4.46,6.19
03/30/1994,,4.45,6.24
03/31/1994,,4.5,6.23
04/01/1994,,,
04/04/1994,,4.83,6.64
04/05/1994,,4.72,6.47
04/06/1994,,4.67,6.42
04/07/1994,,4.64,6.38
04/08/1994,,4.68,6.46
04/11/1994,,4.69,6.46
04/12/1994,,4.66,6.4
04/13/1994,,4.69,6.47
04/14/1994,,4.72,6.51
04/15/1994,,4.73,6.5
04/18/1994,,4.91,6.7
04/19/1994,,4.92,6.68
04/20/1994,,4.91,6.62
04/21/1994,,4.87,6.49
04/22/1994,,4.9,6.53
04/25/1994,,4.91,6.48
04/26/1994,,4.93,6.46
04/27/1994,,,
04/28/1994,,5.05,6.65
04/29/1994,,5.07,6.64
05/02/1994,,5.12,6.69
05/03/1994,,5.19,6.73
05/04/1994,,5.22,6.74
05/05/1994,,5.21,6.7
05/06/1994,,5.4,6.95
05/09/1994,,5.55,7.09
05/10/1994,,5.48,6.93
05/11/1994,,5.52,7.02
05/12/1994,,5.48,6.97
05/13/1994,,5.41,6.89
05/16/1994,,5.41,6.85
05/17/1994,,5.29,6.66
05/18/1994,,5.21,6.61
05/19/1994,,5.12,6.52
05/20/1994,,5.14,6.59
05/23/1994,,5.28,6.76
05/24/1994,,5.28,6.75
05/25/1994,,5.28,6.74
05/26/1994,,5.28,6.69
05/27/1994,,5.35,6.73
05/30/1994,,,
05/31/1994,,5.38,6.77
06/01/1994,,5.36,6.74
06/02/1994,,5.29,6.68
06/03/1994,,5.22,6.59
06/06/1994,,5.15,6.49
06/07/1994,,5.16,6.53
06/08/1994,,5.13,6.53
06/09/1994,,5.15,6.54
06/10/1994,,5.2,6.6
06/13/1994,,5.22,6.66
06/14/1994,,5.14,6.58
06/15/1994,,5.19,6.67
06/16/1994,,5.15,6.65
06/17/1994,,5.2,6.71
06/20/1994,,5.24,6.74
06/21/1994,,5.31,6.82
06/22/1994,,5.28,6.75
06/23/1994,,5.29,6.7
06/24/1994,,5.37,6.81
06/27/1994,,5.37,6.79
06/28/1994,,5.48,6.88
06/29/1994,,5.47,6.87
06/30/1994,,5.51,6.97
07/01/1994,,5.5,6.95
07/04/1994,,,
07/05/1994,,5.48,6.93
07/06/1994,,5.46,6.92
07/07/1994,,5.45,6.89
07/08/1994,,5.58,7.04
07/11/1994,,5.61,7.09
07/12/1994,,5.55,7.03
07/13/1994,,5.52,7.02
07/14/1994,,5.38,6.85
07/15/1994,,5.37,6.84
07/18/1994,,5.34,6.79
07/19/1994,,5.3,6.73
07/20/1994,,5.4,6.84
07/21/1994,,5.5,6.89
07/22/1994,,5.53,6.92
07/25/1994,,5.53,6.9
07/26/1994,,5.53,6.9
07/27/1994,,5.57,6.99
07/28/1994,,5.56,6.94
07/29/1994,,5.37,6.73
08/01/1994,,5.4,6.75
08/02/1994,,5.35,6.73
08/03/1994,,5.34,6.7
08/04/1994,,5.36,6.72
08/05/1994,,5.59,6.93
08/08/1994,,5.6,6.93
08/09/1994,,5.62,6.97
08/10/1994,,5.58,6.95
08/11/1994,,5.62,7
08/12/1994,,5.6,6.94
08/15/1994,,5.64,6.96
08/16/1994,,5.62,6.86
08/17/1994,,5.56,6.81
08/18/1994,,5.68,6.93
08/19/1994,,5.64,6.92
08/22/1994,,5.66,6.97
08/23/1994,,5.63,6.94
08/24/1994,,5.57,6.87
08/25/1994,,5.59,6.93
08/26/1994,,5.58,6.87
08/29/1994,,5.58,6.87
08/30/1994,,5.56,6.83
08/31/1994,,5.56,6.81
09/01/1994,,5.56,6.81
09/02/1994,,5.55,6.82
09/05/1994,,,
09/06/1994,,5.58,6.88
09/07/1994,,5.6,6.92
09/08/1994,,5.59,6.92
09/09/1994,,5.7,7.06
09/12/1994,,5.72,7.08
09/13/1994,,5.7,7.05
09/14/1994,,5.68,7.02
09/15/1994,,5.69,6.97
09/16/1994,,5.79,7.13
09/19/1994,,5.78,7.11
09/20/1994,,5.82,7.15
09/21/1994,,5.9,7.2
09/22/1994,,5.88,7.2
09/23/1994,,5.89,7.2
09/26/1994,,5.91,7.21
09/27/1994,,5.89,7.24
09/28/1994,,5.88,7.21
09/29/1994,,5.95,7.29
09/30/1994,,5.96,7.28
10/03/1994,,6.06,7.35
10/04/1994,,6.06,7.37
10/05/1994,,6.1,7.42
10/06/1994,,6.1,7.43
10/07/1994,,6.01,7.34
10/10/1994,,,
10/11/1994,,6.01,7.3
10/12/1994,,6.05,7.34
10/13/1994,,6.07,7.3
10/14/1994,,6.01,7.26
10/17/1994,,6.04,7.28
10/18/1994,,6.04,7.29
10/19/1994,,6.07,7.34
10/20/1994,,6.18,7.46
10/21/1994,,6.19,7.46
10/24/1994,,6.24,7.52
10/25/1994,,6.25,7.54
10/26/1994,,6.23,7.55
10/27/1994,,6.23,7.55
10/28/1994,,6.17,7.48
10/31/1994,,6.18,7.48
11/01/1994,,6.25,7.58
11/02/1994,,6.28,7.63
11/03/1994,,6.31,7.65
11/04/1994,,6.39,7.72
11/07/1994,,6.42,7.73
11/08/1994,,6.39,7.69
11/09/1994,,6.37,7.64
11/10/1994,,6.5,7.69
11/11/1994,,,
11/14/1994,,6.49,7.66
11/15/1994,,6.55,7.69
11/16/1994,,6.59,7.73
11/17/1994,,6.62,7.79
11/18/1994,,6.64,7.79
11/21/1994,,6.68,7.83
11/22/1994,,6.67,7.82
11/23/1994,,6.57,7.64
11/24/1994,,,
11/25/1994,,6.58,7.65
11/28/1994,,6.74,7.77
11/29/1994,,6.85,7.86
11/30/1994,,6.91,7.79
12/01/1994,,6.94,7.8
12/02/1994,,7.01,7.71
12/05/1994,,7.15,7.78
12/06/1994,,7.01,7.65
12/07/1994,,7.01,7.74
12/08/1994,,7.17,7.77
12/09/1994,,7.15,7.74
12/12/1994,,7.24,7.82
12/13/1994,,7.32,7.84
12/14/1994,,7.2,7.74
12/15/1994,,7.09,7.73
12/16/1994,,7.14,7.76
12/19/1994,,7.13,7.77
12/20/1994,,7.06,7.76
12/21/1994,,7.04,7.75
12/22/1994,,7.17,7.83
12/23/1994,,7.2,7.86
12/26/1994,,,
12/27/1994,,7.18,7.78
12/28/1994,,7.25,7.81
12/29/1994,,7.2,7.83
12/30/1994,,7.2,7.83
01/02/1995,,,
01/03/1995,,7.23,7.88
01/04/1995,,7.15,7.81
01/05/1995,,7.32,7.87
01/06/1995,,7.26,7.87
01/09/1995,,7.27,7.9
01/10/1995,,7.21,7.85
01/11/1995,,7.13,7.8
01/12/1995,,7.08,7.8
01/13/1995,,6.89,7.64
01/16/1995,,,
01/17/1995,,6.99,7.68
01/18/1995,,7.03,7.71
01/19/1995,,7.03,7.74
01/20/1995,,7.04,7.8
01/23/1995,,7.02,7.8
01/24/1995,,7.04,7.82
01/25/1995,,6.96,7.76
01/26/1995,,6.9,7.7
01/27/1995,,6.82,7.6
01/30/1995,,6.8,7.55
01/31/1995,,6.84,7.54
02/01/1995,,6.97,7.56
02/02/1995,,7.01,7.63
02/03/1995,,6.77,7.4
02/06/1995,,6.79,7.43
02/07/1995,,6.78,7.44
02/08/1995,,6.74,7.43
02/09/1995,,6.79,7.5
02/10/1995,,6.85,7.55
02/13/1995,,6.85,7.54
02/14/1995,,6.77,7.45
02/15/1995,,6.68,7.37
02/16/1995,,6.58,7.29
02/17/1995,,6.62,7.33
02/20/1995,,,
02/21/1995,,6.66,7.35
02/22/1995,,6.49,7.2
02/23/1995,,6.52,7.2
02/24/1995,,6.5,7.16
02/27/1995,,6.43,7.06
02/28/1995,,6.44,7.06
03/01/1995,,6.44,7.06
03/02/1995,,6.53,7.15
03/03/1995,,6.53,7.19
03/06/1995,,6.59,7.24
03/07/1995,,6.6,7.28
03/08/1995,,6.56,7.2
03/09/1995,,6.47,7.11
03/10/1995,,6.49,7.07
03/13/1995,,6.44,7.01
03/14/1995,,6.39,6.93
03/15/1995,,6.41,6.93
03/16/1995,,6.35,6.89
03/17/1995,,6.37,6.97
03/20/1995,,6.37,6.98
03/21/1995,,6.38,7.01
03/22/1995,,6.4,7.05
03/23/1995,,6.38,7.06
03/24/1995,,6.31,6.93
03/27/1995,,6.27,6.9
03/28/1995,,6.38,7.02
03/29/1995,,6.35,6.98
03/30/1995,,6.43,7.05
03/31/1995,,6.49,7.08
04/03/1995,,6.45,7
04/04/1995,,6.4,6.96
04/05/1995,,6.38,6.97
04/06/1995,,6.33,6.92
04/07/1995,,6.33,6.93
04/10/1995,,6.33,6.94
04/11/1995,,6.31,6.92
04/12/1995,,6.28,6.89
04/13/1995,,6.19,6.82
04/14/1995,,,
04/17/1995,,6.19,6.8
04/18/1995,,6.17,6.77
04/19/1995,,6.2,6.82
04/20/1995,,6.15,6.76
04/21/1995,,6.15,6.77
04/24/1995,,6.17,6.77
04/25/1995,,6.19,6.79
04/26/1995,,6.21,6.79
04/27/1995,,6.3,6.84
04/28/1995,,6.32,6.88
05/01/1995,,6.32,6.9
05/02/1995,,6.26,6.83
05/03/1995,,6.16,6.73
05/04/1995,,6.1,6.63
05/05/1995,,5.96,6.42
05/08/1995,,6.01,6.44
05/09/1995,,5.96,6.33
05/10/1995,,5.96,6.39
05/11/1995,,6.02,6.45
05/12/1995,,6.03,6.46
05/15/1995,,5.99,6.41
05/16/1995,,5.96,6.36
05/17/1995,,5.95,6.35
05/18/1995,,6.01,6.44
05/19/1995,,6.01,6.43
05/22/1995,,6.03,6.46
05/23/1995,,5.97,6.37
05/24/1995,,5.86,6.2
05/25/1995,,5.89,6.18
05/26/1995,,5.87,6.18
05/29/1995,,,
05/30/1995,,5.83,6.08
05/31/1995,,5.8,6.08
06/01/1995,,5.68,5.94
06/02/1995,,5.51,5.8
06/05/1995,,5.52,5.79
06/06/1995,,5.56,5.83
06/07/1995,,5.71,5.95
06/08/1995,,5.78,6.02
06/09/1995,,5.89,6.21
06/12/1995,,5.83,6.16
06/13/1995,,5.57,5.88
06/14/1995,,5.6,5.88
06/15/1995,,5.65,5.93
06/16/1995,,5.66,5.96
06/19/1995,,5.59,5.87
06/20/1995,,5.64,5.92
06/21/1995,,5.62,5.89
06/22/1995,,5.53,5.8
06/23/1995,,5.56,5.83
06/26/1995,,5.6,5.9
06/27/1995,,5.64,5.94
06/28/1995,,5.58,5.88
06/29/1995,,5.76,6.07
06/30/1995,,5.65,5.98
07/03/1995,,5.63,5.97
07/04/1995,,,
07/05/1995,,5.62,5.95
07/06/1995,,5.43,5.75
07/07/1995,,5.42,5.74
07/10/1995,,5.43,5.74
07/11/1995,,5.47,5.8
07/12/1995,,5.44,5.8
07/13/1995,,5.46,5.8
07/14/1995,,5.53,5.89
07/17/1995,,5.55,5.97
07/18/1995,,5.57,6.01
07/19/1995,,5.6,6.15
07/20/1995,,5.71,6.15
07/21/1995,,5.75,6.26
07/24/1995,,5.75,6.2
07/25/1995,,5.75,6.19
07/26/1995,,5.75,6.24
07/27/1995,,5.66,6.18
07/28/1995,,5.69,6.22
07/31/1995,,5.67,6.16
08/01/1995,,5.71,6.22
08/02/1995,,5.66,6.15
08/03/1995,,5.7,6.24
08/04/1995,,5.68,6.2
08/07/1995,,5.67,6.18
08/08/1995,,5.68,6.17
08/09/1995,,5.69,6.21
08/10/1995,,5.7,6.25
08/11/1995,,5.8,6.37
08/14/1995,,5.81,6.36
08/15/1995,,5.86,6.37
08/16/1995,,5.84,6.32
08/17/1995,,5.89,6.37
08/18/1995,,5.88,6.36
08/21/1995,,5.84,6.31
08/22/1995,,5.88,6.35
08/23/1995,,5.87,6.37
08/24/1995,,5.77,6.26
08/25/1995,,5.7,6.13
08/28/1995,,5.66,6.1
08/29/1995,,5.71,6.15
08/30/1995,,5.66,6.1
08/31/1995,,5.65,6.07
09/01/1995,,5.6,6
09/04/1995,,,
09/05/1995,,5.6,5.96
09/06/1995,,5.6,5.95
09/07/1995,,5.65,6
09/08/1995,,5.67,6.04
09/11/1995,,5.67,6.05
09/12/1995,,5.61,5.96
09/13/1995,,5.63,5.99
09/14/1995,,5.51,5.87
09/15/1995,,5.55,5.91
09/18/1995,,5.56,5.97
09/19/1995,,5.54,5.94
09/20/1995,,5.52,5.92
09/21/1995,,5.62,6.03
09/22/1995,,5.63,6.06
09/25/1995,,5.65,6.08
09/26/1995,,5.71,6.11
09/27/1995,,5.7,6.08
09/28/1995,,5.73,6.1
09/29/1995,,5.65,6.01
10/02/1995,,5.65,5.98
10/03/1995,,5.63,5.96
10/04/1995,,5.6,5.91
10/05/1995,,5.59,5.88
10/06/1995,,5.59,5.89
10/09/1995,,,
10/10/1995,,5.61,5.91
10/11/1995,,5.61,5.91
10/12/1995,,5.61,5.88
10/13/1995,,5.58,5.8
10/16/1995,,5.59,5.8
10/17/1995,,5.57,5.8
10/18/1995,,5.58,5.83
10/19/1995,,5.58,5.83
10/20/1995,,5.62,5.9
10/23/1995,,5.65,5.92
10/24/1995,,5.6,5.85
10/25/1995,,5.56,5.8
10/26/1995,,5.52,5.81
10/27/1995,,5.56,5.83
10/30/1995,,5.55,5.82
10/31/1995,,5.55,5.81
11/01/1995,,5.46,5.74
11/02/1995,,5.41,5.68
11/03/1995,,5.43,5.7
11/06/1995,,5.46,5.73
11/07/1995,,5.48,5.77
11/08/1995,,5.41,5.69
11/09/1995,,5.43,5.72
11/10/1995,,5.47,5.76
11/13/1995,,5.44,5.72
11/14/1995,,5.43,5.71
11/15/1995,,5.47,5.77
11/16/1995,,5.42,5.68
11/17/1995,,5.4,5.66
11/20/1995,,5.41,5.66
11/21/1995,,5.45,5.7
11/22/1995,,5.46,5.72
11/23/1995,,,
11/24/1995,,5.43,5.7
11/27/1995,,5.41,5.67
11/28/1995,,5.44,5.67
11/29/1995,,5.42,5.6
11/30/1995,,5.36,5.53
12/01/1995,,5.33,5.49
12/04/1995,,5.32,5.43
12/05/1995,,5.33,5.45
12/06/1995,,5.34,5.49
12/07/1995,,5.35,5.54
12/08/1995,,5.39,5.56
12/11/1995,,5.35,5.53
12/12/1995,,5.36,5.55
12/13/1995,,5.37,5.56
12/14/1995,,5.35,5.55
12/15/1995,,5.32,5.55
12/18/1995,,5.38,5.66
12/19/1995,,5.28,5.58
12/20/1995,,5.27,5.55
12/21/1995,,5.29,5.53
12/22/1995,,5.26,5.5
12/25/1995,,,
12/26/1995,,5.26,5.48
12/27/1995,,5.23,5.46
12/28/1995,,5.18,5.43
12/29/1995,,5.18,5.38
01/01/1996,,,
01/02/1996,,5.17,5.39
01/03/1996,,5.16,5.36
01/04/1996,,5.19,5.39
01/05/1996,,5.19,5.42
01/08/1996,,5.19,5.41
01/09/1996,,5.16,5.41
01/10/1996,,5.19,5.5
01/11/1996,,5.16,5.47
01/12/1996,,5.14,5.4
01/15/1996,,,
01/16/1996,,5.06,5.37
01/17/1996,,5.04,5.29
01/18/1996,,5.01,5.25
01/19/1996,,5.02,5.27
01/22/1996,,5.06,5.34
01/23/1996,,5.06,5.37
01/24/1996,,5.03,5.3
01/25/1996,,5.06,5.41
01/26/1996,,5.02,5.34
01/29/1996,,5.05,5.37
01/30/1996,,4.98,5.3
01/31/1996,,4.9,5.25
02/01/1996,,4.88,5.24
02/02/1996,,4.85,5.24
02/05/1996,,4.88,5.3
02/06/1996,,4.87,5.28
02/07/1996,,4.86,5.27
02/08/1996,,4.84,5.27
02/09/1996,,4.82,5.25
02/12/1996,,4.8,5.17
02/13/1996,,4.79,5.14
02/14/1996,,4.8,5.17
02/15/1996,,4.84,5.23
02/16/1996,,4.84,5.29
02/19/1996,,,
02/20/1996,,5.09,5.53
02/21/1996,,5.05,5.56
02/22/1996,,4.99,5.47
02/23/1996,,5.02,5.53
02/26/1996,,5.05,5.56
02/27/1996,,5.12,5.63
02/28/1996,,5.22,5.73
02/29/1996,,5.23,5.73
03/01/1996,,5.07,5.6
03/04/1996,,5.02,5.52
03/05/1996,,5.07,5.6
03/06/1996,,5.13,5.68
03/07/1996,,5.14,5.71
03/08/1996,,5.39,6.05
03/11/1996,,5.38,6
03/12/1996,,5.41,6.04
03/13/1996,,5.39,6.03
03/14/1996,,5.38,6.03
03/15/1996,,5.51,6.19
03/18/1996,,5.51,6.16
03/19/1996,,5.47,6.15
03/20/1996,,5.41,6.05
03/21/1996,,5.4,6.01
03/22/1996,,5.41,6.05
03/25/1996,,5.38,6
03/26/1996,,5.38,6
03/27/1996,,5.45,6.12
03/28/1996,,5.48,6.2
03/29/1996,,5.41,6.1
04/01/1996,,5.41,6.09
04/02/1996,,5.44,6.02
04/03/1996,,5.46,6.06
04/04/1996,,5.48,6.12
04/05/1996,,5.63,6.4
04/08/1996,,5.67,6.46
04/09/1996,,5.6,6.37
04/10/1996,,5.64,6.44
04/11/1996,,5.65,6.5
04/12/1996,,5.53,6.31
04/15/1996,,5.47,6.27
04/16/1996,,5.48,6.28
04/17/1996,,5.53,6.33
04/18/1996,,5.56,6.39
04/19/1996,,5.5,6.32
04/22/1996,,5.48,6.28
04/23/1996,,5.48,6.31
04/24/1996,,5.51,6.34
04/25/1996,,5.57,6.31
04/26/1996,,5.55,6.29
04/29/1996,,5.57,6.33
04/30/1996,,5.62,6.4
05/01/1996,,5.6,6.39
05/02/1996,,5.69,6.56
05/03/1996,,5.69,6.61
05/06/1996,,5.66,6.57
05/07/1996,,5.71,6.6
05/08/1996,,5.66,6.56
05/09/1996,,5.68,6.57
05/10/1996,,5.62,6.45
05/13/1996,,5.62,6.45
05/14/1996,,5.58,6.4
05/15/1996,,5.58,6.39
05/16/1996,,5.6,6.45
05/17/1996,,5.58,6.41
05/20/1996,,5.56,6.38
05/21/1996,,5.57,6.41
05/22/1996,,5.56,6.38
05/23/1996,,5.63,6.44
05/24/1996,,5.61,6.42
05/27/1996,,,
05/28/1996,,5.63,6.44
05/29/1996,,5.7,6.56
05/30/1996,,5.71,6.55
05/31/1996,,5.77,6.64
06/03/1996,,5.78,6.64
06/04/1996,,5.78,6.62
06/05/1996,,5.76,6.6
06/06/1996,,5.71,6.52
06/07/1996,,5.86,6.75
06/10/1996,,5.88,6.77
06/11/1996,,5.87,6.77
06/12/1996,,5.88,6.81
06/13/1996,,5.85,6.8
06/14/1996,,5.8,6.72
06/17/1996,,5.78,6.68
06/18/1996,,5.78,6.71
06/19/1996,,5.81,6.74
06/20/1996,,5.87,6.77
06/21/1996,,5.84,6.74
06/24/1996,,5.83,6.72
06/25/1996,,5.82,6.7
06/26/1996,,5.83,6.67
06/27/1996,,5.77,6.59
06/28/1996,,5.7,6.47
07/01/1996,,5.74,6.49
07/02/1996,,5.8,6.56
07/03/1996,,5.75,6.53
07/04/1996,,,
07/05/1996,,5.97,6.82
07/08/1996,,5.98,6.81
07/09/1996,,5.95,6.78
07/10/1996,,5.89,6.71
07/11/1996,,5.85,6.67
07/12/1996,,5.84,6.65
07/15/1996,,5.86,6.67
07/16/1996,,5.77,6.61
07/17/1996,,5.79,6.61
07/18/1996,,5.79,6.5
07/19/1996,,5.81,6.55
07/22/1996,,5.86,6.62
07/23/1996,,5.85,6.6
07/24/1996,,5.86,6.63
07/25/1996,,5.85,6.65
07/26/1996,,5.85,6.62
07/29/1996,,5.93,6.69
07/30/1996,,5.88,6.65
07/31/1996,,5.85,6.57
08/01/1996,,5.74,6.41
08/02/1996,,5.6,6.26
08/05/1996,,5.6,6.28
08/06/1996,,5.61,6.29
08/07/1996,,5.62,6.3
08/08/1996,,5.62,6.29
08/09/1996,,5.57,6.25
08/12/1996,,5.58,6.24
08/13/1996,,5.63,6.32
08/14/1996,,5.61,6.33
08/15/1996,,5.66,6.37
08/16/1996,,5.61,6.31
08/19/1996,,5.64,6.34
08/20/1996,,5.62,6.34
08/21/1996,,5.62,6.35
08/22/1996,,5.62,6.38
08/23/1996,,5.69,6.48
08/26/1996,,5.77,6.57
08/27/1996,,5.76,6.55
08/28/1996,,5.77,6.56
08/29/1996,,5.82,6.61
08/30/1996,,5.91,6.73
09/02/1996,,,
09/03/1996,,5.94,6.71
09/04/1996,,5.97,6.74
09/05/1996,,5.98,6.76
09/06/1996,,5.92,6.72
09/09/1996,,5.91,6.67
09/10/1996,,5.93,6.7
09/11/1996,,5.94,6.7
09/12/1996,,5.9,6.64
09/13/1996,,5.74,6.48
09/16/1996,,5.74,6.49
09/17/1996,,5.83,6.57
09/18/1996,,5.84,6.61
09/19/1996,,5.85,6.65
09/20/1996,,5.85,6.62
09/23/1996,,5.85,6.6
09/24/1996,,5.73,6.52
09/25/1996,,5.7,6.46
09/26/1996,,5.65,6.41
09/27/1996,,5.68,6.43
09/30/1996,,5.71,6.46
10/01/1996,,5.65,6.39
10/02/1996,,5.61,6.35
10/03/1996,,5.61,6.35
10/04/1996,,5.47,6.2
10/07/1996,,5.53,6.25
10/08/1996,,5.53,6.26
10/09/1996,,5.56,6.31
10/10/1996,,5.66,6.37
10/11/1996,,5.57,6.29
10/14/1996,,,
10/15/1996,,5.58,6.3
10/16/1996,,5.58,6.31
10/17/1996,,5.52,6.25
10/18/1996,,5.52,6.25
10/21/1996,,5.55,6.27
10/22/1996,,5.57,6.31
10/23/1996,,5.56,6.31
10/24/1996,,5.56,6.29
10/25/1996,,5.55,6.26
10/28/1996,,5.56,6.29
10/29/1996,,5.46,6.12
10/30/1996,,5.46,6.12
10/31/1996,,5.44,6.1
11/01/1996,,5.46,6.11
11/04/1996,,5.46,6.1
11/05/1996,,5.43,6.03
11/06/1996,,5.44,6.05
11/07/1996,,5.44,6.01
11/08/1996,,5.45,6.04
11/11/1996,,,
11/12/1996,,5.43,5.98
11/13/1996,,5.42,5.99
11/14/1996,,5.4,5.93
11/15/1996,,5.4,5.96
11/18/1996,,5.41,5.97
11/19/1996,,5.4,5.94
11/20/1996,,5.4,5.92
11/21/1996,,5.43,5.94
11/22/1996,,5.44,5.94
11/25/1996,,5.43,5.92
11/26/1996,,5.41,5.91
11/27/1996,,5.41,5.91
11/28/1996,,,
11/29/1996,,5.38,5.84
12/02/1996,,5.4,5.85
12/03/1996,,5.39,5.84
12/04/1996,,5.41,5.89
12/05/1996,,5.44,5.99
12/06/1996,,5.45,6.02
12/09/1996,,5.43,5.97
12/10/1996,,5.43,5.99
12/11/1996,,5.49,6.14
12/12/1996,,5.49,6.14
12/13/1996,,5.46,6.06
12/16/1996,,5.49,6.13
12/17/1996,,5.51,6.17
12/18/1996,,5.55,6.21
12/19/1996,,5.5,6.13
12/20/1996,,5.49,6.12
12/23/1996,,5.52,6.12
12/24/1996,,5.51,6.13
12/25/1996,,,
12/26/1996,,5.5,6.13
12/27/1996,,5.47,6.09
12/30/1996,,5.47,6.1
12/31/1996,,5.51,6.21
01/01/1997,,,
01/02/1997,,5.63,6.3
01/03/1997,,5.6,6.28
01/06/1997,,5.61,6.3
01/07/1997,,5.61,6.32
01/08/1997,,5.61,6.34
01/09/1997,,5.57,6.27
01/10/1997,,5.66,6.4
01/13/1997,,5.66,6.4
01/14/1997,,5.6,6.3
01/15/1997,,5.57,6.3
01/16/1997,,5.61,6.33
01/17/1997,,5.6,6.32
01/20/1997,,,
01/21/1997,,5.6,6.29
01/22/1997,,5.6,6.32
01/23/1997,,5.62,6.35
01/24/1997,,5.62,6.39
01/27/1997,,5.66,6.42
01/28/1997,,5.61,6.38
01/29/1997,,5.61,6.38
01/30/1997,,5.63,6.35
01/31/1997,,5.58,6.26
02/03/1997,,5.54,6.21
02/04/1997,,5.54,6.19
02/05/1997,,5.53,6.21
02/06/1997,,5.53,6.22
02/07/1997,,5.49,6.17
02/10/1997,,5.5,6.16
02/11/1997,,5.52,6.18
02/12/1997,,5.52,6.19
02/13/1997,,5.48,6.12
02/14/1997,,5.45,6.07
02/17/1997,,,
02/18/1997,,5.46,6.08
02/19/1997,,5.46,6.1
02/20/1997,,5.49,6.17
02/21/1997,,5.48,6.16
02/24/1997,,5.5,6.19
02/25/1997,,5.52,6.2
02/26/1997,,5.64,6.37
02/27/1997,,5.66,6.4
02/28/1997,,5.67,6.39
03/03/1997,,5.68,6.41
03/04/1997,,5.7,6.44
03/05/1997,,5.71,6.43
03/06/1997,,5.72,6.45
03/07/1997,,5.68,6.39
03/10/1997,,5.7,6.4
03/11/1997,,5.68,6.4
03/12/1997,,5.71,6.43
03/13/1997,,5.76,6.55
03/14/1997,,5.74,6.53
03/17/1997,,5.77,6.55
03/18/1997,,5.77,6.56
03/19/1997,,5.79,6.58
03/20/1997,,5.83,6.61
03/21/1997,,5.88,6.61
03/24/1997,,5.87,6.58
03/25/1997,,5.91,6.63
03/26/1997,,5.97,6.66
03/27/1997,,6.02,6.76
03/28/1997,,,
03/31/1997,,6.02,6.77
04/01/1997,,6,6.74
04/02/1997,,5.98,6.73
04/03/1997,,5.95,6.72
04/04/1997,,5.98,6.78
04/07/1997,,5.97,6.73
04/08/1997,,5.98,6.76
04/09/1997,,5.98,6.77
04/10/1997,,5.99,6.78
04/11/1997,,6.04,6.85
04/14/1997,,6.04,6.86
04/15/1997,,5.99,6.76
04/16/1997,,5.99,6.79
04/17/1997,,5.96,6.75
04/18/1997,,5.94,6.73
04/21/1997,,5.97,6.76
04/22/1997,,5.97,6.73
04/23/1997,,6,6.78
04/24/1997,,6.05,6.83
04/25/1997,,6.08,6.83
04/28/1997,,6.06,6.81
04/29/1997,,5.92,6.64
04/30/1997,,5.9,6.57
05/01/1997,,5.89,6.55
05/02/1997,,5.88,6.54
05/05/1997,,5.88,6.54
05/06/1997,,5.9,6.56
05/07/1997,,5.95,6.63
05/08/1997,,5.93,6.59
05/09/1997,,5.86,6.51
05/12/1997,,5.85,6.5
05/13/1997,,5.88,6.6
05/14/1997,,5.86,6.54
05/15/1997,,5.84,6.52
