date,TCMNOM_M1,TCMNOM_Y1,TCMNOM_Y5
01/01/1973,,,
01/02/1973,,5.72,6.29
01/03/1973,,5.69,6.26
01/04/1973,,5.67,6.23
01/05/1973,,5.7,6.27
01/08/1973,,5.74,6.3
01/09/1973,,5.74,6.3
01/10/1973,,5.76,6.31
01/11/1973,,5.79,6.31
01/12/1973,,5.87,6.33
01/15/1973,,5.87,6.31
01/16/1973,,5.89,6.32
01/17/1973,,5.88,6.3
01/18/1973,,5.89,6.32
01/19/1973,,5.93,6.36
01/22/1973,,5.94,6.38
01/23/1973,,5.95,6.35
01/24/1973,,6.02,6.39
01/25/1973,,6.04,6.41
01/26/1973,,6.19,6.44
01/29/1973,,6.16,6.44
01/30/1973,,6.08,6.44
01/31/1973,,6.09,6.45
02/01/1973,,6.2,6.56
02/02/1973,,6.23,6.58
02/05/1973,,6.22,6.58
02/06/1973,,6.23,6.58
02/07/1973,,6.18,6.57
02/08/1973,,6.12,6.55
02/09/1973,,6.06,6.51
02/12/1973,,,
02/13/1973,,6.08,6.54
02/14/1973,,6.05,6.54
02/15/1973,,6,6.53
02/16/1973,,6.01,6.55
02/19/1973,,,
02/20/1973,,6.13,6.65
02/21/1973,,6.21,6.65
02/22/1973,,6.21,6.64
02/23/1973,,6.23,6.6
02/26/1973,,6.38,6.72
02/27/1973,,6.43,6.72
02/28/1973,,6.43,6.73
03/01/1973,,6.43,6.72
03/02/1973,,6.47,6.77
03/05/1973,,6.52,6.79
03/06/1973,,6.63,6.83
03/07/1973,,6.63,6.8
03/08/1973,,6.66,6.83
03/09/1973,,6.74,6.83
03/12/1973,,6.77,6.84
03/13/1973,,6.8,6.81
03/14/1973,,6.85,6.82
03/15/1973,,6.93,6.85
03/16/1973,,7.13,6.92
03/19/1973,,7.06,6.85
03/20/1973,,7.02,6.85
03/21/1973,,7.02,6.83
03/22/1973,,7.03,6.84
03/23/1973,,7.01,6.84
03/26/1973,,6.98,6.76
03/27/1973,,6.96,6.74
03/28/1973,,6.98,6.69
03/29/1973,,6.99,6.68
03/30/1973,,7.09,6.81
04/02/1973,,7.09,6.81
04/03/1973,,7.07,6.77
04/04/1973,,7.03,6.71
04/05/1973,,7,6.7
04/06/1973,,6.87,6.59
04/09/1973,,6.77,6.55
04/10/1973,,6.79,6.58
04/11/1973,,6.85,6.63
04/12/1973,,6.86,6.64
04/13/1973,,6.81,6.55
04/16/1973,,6.77,6.57
04/17/1973,,6.77,6.66
04/18/1973,,6.74,6.67
04/19/1973,,6.77,6.71
04/20/1973,,,
04/23/1973,,6.82,6.76
04/24/1973,,6.79,6.73
04/25/1973,,6.8,6.72
04/26/1973,,6.76,6.67
04/27/1973,,6.77,6.7
04/30/1973,,6.8,6.73
05/01/1973,,6.83,6.77
05/02/1973,,6.83,6.78
05/03/1973,,6.84,6.8
05/04/1973,,6.83,6.83
05/07/1973,,6.83,6.83
05/08/1973,,6.81,6.8
05/09/1973,,6.74,6.78
05/10/1973,,6.72,6.77
05/11/1973,,6.76,6.81
05/14/1973,,6.75,6.8
05/15/1973,,6.71,6.78
05/16/1973,,6.7,6.76
05/17/1973,,6.85,6.81
05/18/1973,,6.91,6.83
05/21/1973,,6.97,6.86
05/22/1973,,7,6.86
05/23/1973,,7.08,6.84
05/24/1973,,7.04,6.8
05/25/1973,,7.04,6.78
05/28/1973,,,
05/29/1973,,7.1,6.8
05/30/1973,,7.16,6.8
05/31/1973,,7.16,6.78
06/01/1973,,7.22,6.78
06/04/1973,,7.28,6.8
06/05/1973,,7.23,6.7
06/06/1973,,7.21,6.57
06/07/1973,,7.2,6.61
06/08/1973,,7.2,6.59
06/11/1973,,7.23,6.62
06/12/1973,,7.2,6.61
06/13/1973,,7.19,6.62
06/14/1973,,7.2,6.62
06/15/1973,,7.19,6.63
06/18/1973,,7.25,6.65
06/19/1973,,7.29,6.66
06/20/1973,,7.29,6.66
06/21/1973,,7.29,6.67
06/22/1973,,7.34,6.7
06/25/1973,,7.39,6.74
06/26/1973,,7.41,6.76
06/27/1973,,7.53,6.78
06/28/1973,,7.58,6.82
06/29/1973,,7.74,6.9
07/02/1973,,7.98,7
07/03/1973,,8.03,7.03
07/04/1973,,,
07/05/1973,,8.06,7.02
07/06/1973,,8.11,7.07
07/09/1973,,8.19,7.18
07/10/1973,,8.12,7.11
07/11/1973,,8.02,7.11
07/12/1973,,8.08,7.12
07/13/1973,,8.19,7.17
07/16/1973,,8.24,7.21
07/17/1973,,8.26,7.22
07/18/1973,,8.38,7.26
07/19/1973,,8.54,7.39
07/20/1973,,8.61,7.48
07/23/1973,,8.61,7.45
07/24/1973,,8.67,7.5
07/25/1973,,8.71,7.56
07/26/1973,,8.75,7.7
07/27/1973,,8.86,7.78
07/30/1973,,8.89,7.8
07/31/1973,,8.87,7.87
08/01/1973,,8.91,7.94
08/02/1973,,8.91,7.86
08/03/1973,,8.94,7.98
08/06/1973,,9.08,8.06
08/07/1973,,9.23,8.13
08/08/1973,,9.2,7.97
08/09/1973,,9.18,8.01
08/10/1973,,9.22,7.96
08/13/1973,,9.15,7.84
08/14/1973,,9.01,7.81
08/15/1973,,8.97,7.71
08/16/1973,,8.76,7.54
08/17/1973,,8.58,7.41
08/20/1973,,8.77,7.5
08/21/1973,,8.76,7.47
08/22/1973,,8.75,7.51
08/23/1973,,8.55,7.31
08/24/1973,,8.45,7.15
08/27/1973,,8.51,7.23
08/28/1973,,8.54,7.31
08/29/1973,,8.51,7.22
08/30/1973,,8.47,7.26
08/31/1973,,8.47,7.28
09/03/1973,,,
09/04/1973,,8.46,7.22
09/05/1973,,8.36,7.12
09/06/1973,,8.38,7.12
09/07/1973,,8.35,7.1
09/10/1973,,8.44,7.23
09/11/1973,,8.51,7.33
09/12/1973,,8.63,7.33
09/13/1973,,8.71,7.36
09/14/1973,,8.66,7.29
09/17/1973,,8.56,7.11
09/18/1973,,8.4,6.99
09/19/1973,,8.41,7.02
09/20/1973,,8.37,6.95
09/21/1973,,8.25,6.91
09/24/1973,,8.16,6.81
09/25/1973,,8.08,6.79
09/26/1973,,7.95,6.82
09/27/1973,,7.64,6.8
09/28/1973,,7.5,6.72
10/01/1973,,7.55,6.75
10/02/1973,,7.77,6.88
10/03/1973,,7.74,6.82
10/04/1973,,7.76,6.88
10/05/1973,,7.52,6.72
10/08/1973,,,
10/09/1973,,7.42,6.68
10/10/1973,,7.47,6.74
10/11/1973,,7.46,6.74
10/12/1973,,7.37,6.68
10/15/1973,,7.39,6.75
10/16/1973,,7.43,6.8
10/17/1973,,7.4,6.79
10/18/1973,,7.39,6.77
10/19/1973,,7.31,6.75
10/22/1973,,,
10/23/1973,,7.29,6.8
10/24/1973,,7.19,6.81
10/25/1973,,7.18,6.76
10/26/1973,,7.17,6.76
10/29/1973,,7.16,6.77
10/30/1973,,7.14,6.75
10/31/1973,,7.21,6.8
11/01/1973,,7.33,6.83
11/02/1973,,7.44,6.85
11/05/1973,,7.64,7
11/06/1973,,,
11/07/1973,,7.8,6.98
11/08/1973,,7.71,6.91
11/09/1973,,7.78,6.93
11/12/1973,,7.9,7.03
11/13/1973,,8,7.16
11/14/1973,,8.02,7.19
11/15/1973,,7.82,7.1
11/16/1973,,7.73,7.05
11/19/1973,,7.54,6.91
11/20/1973,,7.49,6.9
11/21/1973,,7.45,6.8
11/22/1973,,,
11/23/1973,,7.43,6.81
11/26/1973,,7.22,6.76
11/27/1973,,7.25,6.77
11/28/1973,,7.25,6.8
11/29/1973,,7.3,6.8
11/30/1973,,7.28,6.77
12/03/1973,,7.32,6.84
12/04/1973,,7.36,6.85
12/05/1973,,7.48,6.9
12/06/1973,,7.56,6.91
12/07/1973,,7.52,6.88
12/10/1973,,7.32,6.72
12/11/1973,,7.31,6.77
12/12/1973,,7.21,6.73
12/13/1973,,7.25,6.76
12/14/1973,,7.16,6.74
12/17/1973,,7.01,6.71
12/18/1973,,7.05,6.75
12/19/1973,,7.1,6.75
12/20/1973,,7.09,6.73
12/21/1973,,7.15,6.75
12/24/1973,,,
12/25/1973,,,
12/26/1973,,7.36,6.87
12/27/1973,,7.32,6.84
12/28/1973,,7.27,6.81
12/31/1973,,7.3,6.83
01/01/1974,,,
01/02/1974,,7.38,6.86
01/03/1974,,7.32,6.83
01/04/1974,,7.27,6.83
01/07/1974,,7.33,6.86
01/08/1974,,7.34,6.87
01/09/1974,,7.34,6.87
01/10/1974,,7.45,6.91
01/11/1974,,7.47,6.96
01/14/1974,,7.52,6.98
01/15/1974,,7.48,6.94
01/16/1974,,7.49,6.96
01/17/1974,,7.47,6.93
01/18/1974,,7.48,6.94
01/21/1974,,7.52,6.99
01/22/1974,,7.54,7.05
01/23/1974,,7.56,7.08
01/24/1974,,7.53,7.06
01/25/1974,,7.53,7.06
01/28/1974,,7.44,7.01
01/29/1974,,7.41,7
01/30/1974,,7.27,6.97
01/31/1974,,7.12,6.91
02/01/1974,,6.92,6.85
02/04/1974,,6.74,6.8
02/05/1974,,6.76,6.8
02/06/1974,,6.74,6.77
02/07/1974,,6.92,6.82
02/08/1974,,6.86,6.79
02/11/1974,,6.87,6.78
02/12/1974,,,
02/13/1974,,6.84,6.76
02/14/1974,,6.75,6.72
02/15/1974,,6.78,6.74
02/18/1974,,,
02/19/1974,,6.8,6.76
02/20/1974,,6.83,6.77
02/21/1974,,6.84,6.81
02/22/1974,,6.91,6.82
02/25/1974,,6.93,6.83
02/26/1974,,7.11,6.94
02/27/1974,,7.14,6.96
02/28/1974,,7.16,6.98
03/01/1974,,7.23,7.06
03/04/1974,,7.28,7.08
03/05/1974,,7.31,7.08
03/06/1974,,7.26,7.02
03/07/1974,,7.25,7.01
03/08/1974,,7.4,7.09
03/11/1974,,7.3,7.12
03/12/1974,,7.36,7.12
03/13/1974,,7.48,7.16
03/14/1974,,7.45,7.14
03/15/1974,,7.54,7.22
03/18/1974,,7.71,7.32
03/19/1974,,7.77,7.33
03/20/1974,,7.98,7.4
03/21/1974,,8.39,7.56
03/22/1974,,8.47,7.65
03/25/1974,,8.48,7.68
03/26/1974,,8.3,7.62
03/27/1974,,8.17,7.59
03/28/1974,,8.46,7.67
03/29/1974,,8.36,7.65
04/01/1974,,8.34,7.67
04/02/1974,,8.41,7.71
04/03/1974,,8.43,7.75
04/04/1974,,8.53,7.88
04/05/1974,,8.65,7.97
04/08/1974,,8.62,7.92
04/09/1974,,8.63,7.92
04/10/1974,,8.54,7.84
04/11/1974,,8.51,7.83
04/12/1974,,,
04/15/1974,,8.39,7.75
04/16/1974,,8.52,7.88
04/17/1974,,8.63,7.88
04/18/1974,,8.72,7.97
04/19/1974,,8.63,7.93
04/22/1974,,8.63,7.95
04/23/1974,,8.67,7.96
04/24/1974,,8.63,7.95
04/25/1974,,8.8,8.04
04/26/1974,,8.83,8.11
04/29/1974,,8.96,8.2
04/30/1974,,8.99,8.21
05/01/1974,,8.94,8.16
05/02/1974,,8.92,8.2
05/03/1974,,9.17,8.35
05/06/1974,,9.23,8.42
05/07/1974,,9.24,8.56
05/08/1974,,9.22,8.46
05/09/1974,,9.24,8.47
05/10/1974,,9.02,8.19
05/13/1974,,8.83,8.06
05/14/1974,,8.92,8.13
05/15/1974,,8.67,8.1
05/16/1974,,8.65,8.12
05/17/1974,,8.73,8.21
05/20/1974,,8.71,8.21
05/21/1974,,8.56,8.13
05/22/1974,,8.39,8.07
05/23/1974,,8.35,7.98
05/24/1974,,8.27,7.94
05/27/1974,,,
05/28/1974,,8.42,8.05
05/29/1974,,8.52,8.06
05/30/1974,,8.5,8.02
05/31/1974,,8.71,8.06
06/03/1974,,8.81,8.11
06/04/1974,,8.61,8.02
06/05/1974,,8.65,8.04
06/06/1974,,8.57,8
06/07/1974,,8.51,7.93
06/10/1974,,8.48,7.93
06/11/1974,,8.52,7.95
06/12/1974,,8.62,8.03
06/13/1974,,8.77,8.1
06/14/1974,,8.74,8.06
06/17/1974,,8.57,8.01
06/18/1974,,8.66,8.06
06/19/1974,,8.59,8.06
06/20/1974,,8.58,8.07
06/21/1974,,8.61,8.1
06/24/1974,,8.72,8.22
06/25/1974,,8.83,8.29
06/26/1974,,8.78,8.25
06/27/1974,,8.9,8.36
06/28/1974,,8.87,8.33
07/01/1974,,9,8.38
07/02/1974,,9,8.35
07/03/1974,,9.07,8.43
07/04/1974,,,
07/05/1974,,9.1,8.51
07/08/1974,,9.2,8.63
07/09/1974,,9.13,8.63
07/10/1974,,9.05,8.58
07/11/1974,,8.98,8.54
07/12/1974,,8.65,8.41
07/15/1974,,8.56,8.42
07/16/1974,,8.65,8.42
07/17/1974,,8.62,8.38
07/18/1974,,8.63,8.38
07/19/1974,,8.6,8.29
07/22/1974,,8.5,8.18
07/23/1974,,8.47,8.15
07/24/1974,,8.34,8.06
07/25/1974,,8.44,8.04
07/26/1974,,8.7,8.24
07/29/1974,,8.77,8.32
07/30/1974,,9.03,8.47
07/31/1974,,9,8.46
08/01/1974,,9.13,8.57
08/02/1974,,9.21,8.68
08/05/1974,,9.09,8.61
08/06/1974,,8.99,8.53
08/07/1974,,9.09,8.62
08/08/1974,,9.09,8.59
08/09/1974,,9.16,8.62
08/12/1974,,9.13,8.58
08/13/1974,,9.15,8.6
08/14/1974,,9.13,8.58
08/15/1974,,9.02,8.57
08/16/1974,,9.01,8.53
08/19/1974,,9.05,8.53
08/20/1974,,9.21,8.56
08/21/1974,,9.42,8.65
08/22/1974,,9.93,8.74
08/23/1974,,10.03,8.79
08/26/1974,,10,8.77
08/27/1974,,9.82,8.72
08/28/1974,,9.82,8.71
08/29/1974,,9.77,8.68
08/30/1974,,9.73,8.63
09/02/1974,,,
09/03/1974,,9.73,8.65
09/04/1974,,9.71,8.63
09/05/1974,,9.54,8.59
09/06/1974,,9.37,8.57
09/09/1974,,9.04,8.49
09/10/1974,,9.13,8.5
09/11/1974,,8.98,8.49
09/12/1974,,9.21,8.57
09/13/1974,,9.09,8.53
09/16/1974,,8.66,8.45
09/17/1974,,8.77,8.41
09/18/1974,,8.78,8.35
09/19/1974,,8.7,8.3
09/20/1974,,8.51,8.26
09/23/1974,,8.48,8.15
09/24/1974,,8.49,8.16
09/25/1974,,8.47,8.16
09/26/1974,,8.4,8.11
09/27/1974,,8.22,8.07
09/30/1974,,8.21,8.05
10/01/1974,,8.32,8.11
10/02/1974,,8.39,8.13
10/03/1974,,8.42,8.14
10/04/1974,,8.21,8.05
10/07/1974,,7.79,7.98
10/08/1974,,7.81,7.97
10/09/1974,,8.01,8.02
10/10/1974,,8.13,7.99
10/11/1974,,8.09,7.93
10/14/1974,,,
10/15/1974,,8.08,7.92
10/16/1974,,8.19,7.96
10/17/1974,,8.16,7.98
10/18/1974,,7.93,7.88
10/21/1974,,7.83,7.85
10/22/1974,,7.84,7.86
10/23/1974,,7.88,7.88
10/24/1974,,7.93,7.9
10/25/1974,,7.96,7.92
10/28/1974,,8.11,7.98
10/29/1974,,8.01,7.95
10/30/1974,,7.99,7.95
10/31/1974,,7.93,7.94
11/01/1974,,7.96,7.95
11/04/1974,,7.93,7.91
11/05/1974,,,
11/06/1974,,7.78,7.87
11/07/1974,,7.74,7.81
11/08/1974,,7.75,7.79
11/11/1974,,,
11/12/1974,,7.69,7.76
11/13/1974,,7.66,7.76
11/14/1974,,7.51,7.7
11/15/1974,,7.48,7.6
11/18/1974,,7.56,7.61
11/19/1974,,7.57,7.6
11/20/1974,,7.53,7.55
11/21/1974,,7.57,7.55
11/22/1974,,7.54,7.54
11/25/1974,,7.56,7.53
11/26/1974,,7.63,7.56
11/27/1974,,7.68,7.56
11/28/1974,,,
11/29/1974,,7.66,7.56
12/02/1974,,7.74,7.6
12/03/1974,,7.62,7.64
12/04/1974,,7.49,7.57
12/05/1974,,7.49,7.52
12/06/1974,,7.41,7.47
12/09/1974,,7.24,7.25
12/10/1974,,7.31,7.27
12/11/1974,,7.21,7.22
12/12/1974,,7.24,7.26
12/13/1974,,7.18,7.2
12/16/1974,,7.08,7.21
12/17/1974,,7.02,7.13
12/18/1974,,7.09,7.09
12/19/1974,,7.14,7.1
12/20/1974,,7.15,7.1
12/23/1974,,7.31,7.29
12/24/1974,,7.36,7.33
12/25/1974,,,
12/26/1974,,7.31,7.27
12/27/1974,,7.34,7.27
12/30/1974,,7.35,7.34
12/31/1974,,7.35,7.36
01/01/1975,,,
01/02/1975,,7.27,7.34
01/03/1975,,7.19,7.36
01/06/1975,,7.1,7.34
01/07/1975,,7,7.35
01/08/1975,,6.95,7.32
01/09/1975,,6.97,7.29
01/10/1975,,7.01,7.34
01/13/1975,,7.07,7.4
01/14/1975,,6.99,7.41
01/15/1975,,7.08,7.49
01/16/1975,,7.01,7.48
01/17/1975,,6.97,7.45
01/20/1975,,6.99,7.54
01/21/1975,,6.81,7.48
01/22/1975,,6.69,7.45
01/23/1975,,6.53,7.5
01/24/1975,,6.5,7.45
01/27/1975,,6.47,7.44
01/28/1975,,6.45,7.42
01/29/1975,,6.45,7.38
01/30/1975,,6.45,7.35
01/31/1975,,6.36,7.34
02/03/1975,,6.08,7.25
02/04/1975,,6.02,7.19
02/05/1975,,5.64,7.08
02/06/1975,,5.9,7.11
02/07/1975,,5.99,7.11
02/10/1975,,6.17,7.22
02/11/1975,,6.1,7.19
02/12/1975,,,
02/13/1975,,6.07,7.19
02/14/1975,,5.94,7.07
02/17/1975,,,
02/18/1975,,5.82,7
02/19/1975,,5.81,6.93
02/20/1975,,5.88,7
02/21/1975,,5.92,7.03
02/24/1975,,5.99,7.03
02/25/1975,,6.11,7.13
02/26/1975,,6.16,7.2
02/27/1975,,6.11,7.17
02/28/1975,,6.01,7.13
03/03/1975,,6.09,7.2
03/04/1975,,6.1,7.22
03/05/1975,,6.02,7.14
03/06/1975,,5.99,7.16
03/07/1975,,6.11,7.21
03/10/1975,,6.06,7.25
03/11/1975,,6,7.2
03/12/1975,,5.99,7.2
03/13/1975,,5.97,7.19
03/14/1975,,5.97,7.21
03/17/1975,,6.03,7.32
03/18/1975,,6.04,7.31
03/19/1975,,6.11,7.39
03/20/1975,,6.1,7.37
03/21/1975,,6.19,7.4
03/24/1975,,6.22,7.45
03/25/1975,,6.22,7.43
03/26/1975,,6.28,7.46
03/27/1975,,6.25,7.46
03/28/1975,,,
03/31/1975,,6.36,7.5
04/01/1975,,6.53,7.65
04/02/1975,,6.79,7.82
04/03/1975,,6.73,7.83
04/04/1975,,6.86,7.84
04/07/1975,,7.15,8.06
04/08/1975,,7.01,7.97
04/09/1975,,6.89,7.93
04/10/1975,,6.89,7.97
04/11/1975,,6.9,7.96
04/14/1975,,6.89,7.9
04/15/1975,,6.82,7.9
04/16/1975,,6.71,7.9
04/17/1975,,6.84,7.99
04/18/1975,,6.9,8.05
04/21/1975,,7.04,8.16
04/22/1975,,7.09,8.13
04/23/1975,,7.02,8.09
04/24/1975,,6.99,8.07
04/25/1975,,6.97,8.07
04/28/1975,,7.07,8.17
04/29/1975,,6.92,8.12
04/30/1975,,6.88,8.12
05/01/1975,,6.93,8.13
05/02/1975,,6.64,7.86
05/05/1975,,6.62,7.83
05/06/1975,,6.68,7.89
05/07/1975,,6.65,7.82
05/08/1975,,6.6,7.78
05/09/1975,,6.52,7.79
05/12/1975,,6.35,7.74
05/13/1975,,6.28,7.7
05/14/1975,,6.26,7.64
05/15/1975,,6.33,7.68
05/16/1975,,6.27,7.64
05/19/1975,,6.2,7.62
05/20/1975,,6.17,7.59
05/21/1975,,6.17,7.6
05/22/1975,,6.24,7.63
05/23/1975,,6.25,7.61
05/26/1975,,,
05/27/1975,,6.26,7.6
05/28/1975,,6.36,7.64
05/29/1975,,6.32,7.72
05/30/1975,,6.08,7.61
06/02/1975,,6.2,7.62
06/03/1975,,6.22,7.62
06/04/1975,,6.2,7.57
06/05/1975,,6.22,7.52
06/06/1975,,6.18,7.48
06/09/1975,,6.01,7.36
06/10/1975,,5.98,7.35
06/11/1975,,5.81,7.23
06/12/1975,,5.8,7.24
06/13/1975,,5.83,7.22
06/16/1975,,5.82,7.21
06/17/1975,,6.03,7.3
06/18/1975,,6.23,7.41
06/19/1975,,6.33,7.44
06/20/1975,,6.6,7.62
06/23/1975,,6.58,7.64
06/24/1975,,6.69,7.64
06/25/1975,,6.76,7.83
06/26/1975,,6.87,7.85
06/27/1975,,6.82,7.78
06/30/1975,,6.85,7.82
07/01/1975,,6.9,7.85
07/02/1975,,6.96,7.88
07/03/1975,,6.96,7.94
07/04/1975,,,
07/07/1975,,7.01,7.93
07/08/1975,,6.89,7.86
07/09/1975,,6.97,7.88
07/10/1975,,6.98,7.92
07/11/1975,,6.95,7.82
07/14/1975,,6.88,7.77
07/15/1975,,6.92,7.82
07/16/1975,,7,7.89
07/17/1975,,7.01,7.88
07/18/1975,,7.05,7.92
07/21/1975,,7.19,7.97
07/22/1975,,7.3,7.98
07/23/1975,,7.31,7.96
07/24/1975,,7.33,7.96
07/25/1975,,7.39,8
07/28/1975,,7.4,7.98
07/29/1975,,7.36,8
07/30/1975,,7.34,8.03
07/31/1975,,7.38,8.07
08/01/1975,,7.44,8.18
08/04/1975,,7.5,8.26
08/05/1975,,7.57,8.28
08/06/1975,,7.6,8.29
08/07/1975,,7.78,8.4
08/08/1975,,7.71,8.32
08/11/1975,,7.59,8.25
08/12/1975,,7.65,8.34
08/13/1975,,7.77,8.33
08/14/1975,,7.8,8.39
08/15/1975,,7.82,8.44
08/18/1975,,7.8,8.4
08/19/1975,,7.73,8.36
08/20/1975,,7.79,8.38
08/21/1975,,7.86,8.46
08/22/1975,,7.8,8.4
08/25/1975,,7.84,8.42
08/26/1975,,7.77,8.34
08/27/1975,,7.7,8.27
08/28/1975,,7.66,8.22
08/29/1975,,7.56,8.16
09/01/1975,,,
09/02/1975,,7.6,8.2
09/03/1975,,7.62,8.21
09/04/1975,,7.61,8.22
09/05/1975,,7.64,8.31
09/08/1975,,7.59,8.31
09/09/1975,,7.64,8.35
09/10/1975,,7.65,8.41
09/11/1975,,7.79,8.52
09/12/1975,,7.81,8.53
09/15/1975,,7.88,8.56
09/16/1975,,7.96,8.56
09/17/1975,,7.93,8.48
09/18/1975,,7.86,8.45
09/19/1975,,7.76,8.34
09/22/1975,,7.74,8.22
09/23/1975,,7.73,8.27
09/24/1975,,7.67,8.22
09/25/1975,,7.76,8.3
09/26/1975,,7.84,8.4
09/29/1975,,7.84,8.4
09/30/1975,,7.83,8.42
10/01/1975,,7.76,8.4
10/02/1975,,7.69,8.35
10/03/1975,,7.38,8.13
10/06/1975,,7.28,8.12
10/07/1975,,7.39,8.19
10/08/1975,,7.3,8.18
10/09/1975,,7.27,8.15
10/10/1975,,7.03,8.04
10/13/1975,,,
10/14/1975,,7.07,8.1
10/15/1975,,7.12,8.1
10/16/1975,,6.92,7.91
10/17/1975,,6.88,7.92
10/20/1975,,6.85,7.92
10/21/1975,,6.71,7.87
10/22/1975,,6.73,7.87
10/23/1975,,6.7,7.77
10/24/1975,,6.64,7.79
10/27/1975,,6.64,7.82
10/28/1975,,6.63,7.8
10/29/1975,,6.43,7.72
10/30/1975,,6.22,7.62
10/31/1975,,6.27,7.66
11/03/1975,,6.34,7.75
11/04/1975,,,
11/05/1975,,6.3,7.65
11/06/1975,,6.31,7.69
11/07/1975,,6.23,7.59
11/10/1975,,6.22,7.54
11/11/1975,,,
11/12/1975,,6.3,7.62
11/13/1975,,6.4,7.68
11/14/1975,,6.58,7.84
11/17/1975,,6.51,7.87
11/18/1975,,6.52,7.91
11/19/1975,,6.57,7.94
11/20/1975,,6.54,7.88
11/21/1975,,6.76,8.01
11/24/1975,,6.64,7.9
11/25/1975,,6.7,7.93
11/26/1975,,6.68,7.92
11/27/1975,,,
11/28/1975,,6.68,7.9
12/01/1975,,6.66,7.87
12/02/1975,,6.67,7.86
12/03/1975,,6.69,7.84
12/04/1975,,6.89,7.89
12/05/1975,,6.85,7.88
12/08/1975,,6.89,7.97
12/09/1975,,6.98,8
12/10/1975,,6.94,8
12/11/1975,,6.82,7.94
12/12/1975,,6.79,7.91
12/15/1975,,6.76,7.87
12/16/1975,,6.77,7.82
12/17/1975,,6.64,7.7
12/18/1975,,6.64,7.73
12/19/1975,,6.44,7.61
12/22/1975,,6.4,7.64
12/23/1975,,6.38,7.62
12/24/1975,,6.32,7.59
12/25/1975,,,
12/26/1975,,6.17,7.48
12/29/1975,,6.23,7.51
12/30/1975,,6.13,7.46
12/31/1975,,6.16,7.5
01/01/1976,,,
01/02/1976,,6.2,7.54
01/05/1976,,6.24,7.5
01/06/1976,,6.03,7.41
01/07/1976,,5.92,7.43
01/08/1976,,5.91,7.47
01/09/1976,,5.71,7.37
01/12/1976,,5.69,7.34
01/13/1976,,5.73,7.34
01/14/1976,,5.77,7.41
01/15/1976,,5.8,7.47
01/16/1976,,5.85,7.53
01/19/1976,,5.75,7.46
01/20/1976,,5.77,7.52
01/21/1976,,5.75,7.48
01/22/1976,,5.77,7.51
01/23/1976,,5.65,7.45
01/26/1976,,5.7,7.47
01/27/1976,,5.7,7.48
01/28/1976,,5.69,7.52
01/29/1976,,5.64,7.46
01/30/1976,,5.65,7.43
02/02/1976,,5.7,7.44
02/03/1976,,5.77,7.46
02/04/1976,,5.92,7.5
02/05/1976,,5.85,7.47
02/06/1976,,5.86,7.49
02/09/1976,,5.79,7.47
02/10/1976,,5.83,7.49
02/11/1976,,5.82,7.5
02/12/1976,,,
02/13/1976,,5.85,7.5
02/16/1976,,,
02/17/1976,,5.9,7.44
02/18/1976,,5.96,7.47
02/19/1976,,6,7.45
02/20/1976,,5.97,7.41
02/23/1976,,5.92,7.39
02/24/1976,,5.97,7.39
02/25/1976,,5.98,7.37
02/26/1976,,6.04,7.37
02/27/1976,,6.21,7.46
03/01/1976,,6.42,7.57
03/02/1976,,6.39,7.53
03/03/1976,,6.39,7.56
03/04/1976,,6.47,7.61
03/05/1976,,6.3,7.56
03/08/1976,,6.23,7.54
03/09/1976,,6.25,7.56
03/10/1976,,6.22,7.56
03/11/1976,,6.28,7.56
03/12/1976,,6.18,7.5
03/15/1976,,6.28,7.52
03/16/1976,,6.27,7.54
03/17/1976,,6.22,7.52
03/18/1976,,6.19,7.48
03/19/1976,,6.18,7.49
03/22/1976,,6.09,7.43
03/23/1976,,6.08,7.41
03/24/1976,,6.05,7.4
03/25/1976,,6.04,7.38
03/26/1976,,6.05,7.38
03/29/1976,,6.07,7.37
03/30/1976,,6.1,7.4
03/31/1976,,6.11,7.39
04/01/1976,,6.2,7.44
04/02/1976,,6.11,7.38
04/05/1976,,6.01,7.34
04/06/1976,,5.95,7.31
04/07/1976,,6,7.29
04/08/1976,,5.93,7.24
04/09/1976,,5.9,7.23
04/12/1976,,5.8,7.2
04/13/1976,,5.7,7.16
04/14/1976,,5.74,7.14
04/15/1976,,5.76,7.14
04/16/1976,,,
04/19/1976,,5.8,7.18
04/20/1976,,5.81,7.17
04/21/1976,,5.74,7.12
04/22/1976,,5.83,7.19
04/23/1976,,6.02,7.31
04/26/1976,,6.01,7.3
04/27/1976,,6,7.31
04/28/1976,,5.95,7.28
04/29/1976,,5.99,7.25
04/30/1976,,6.14,7.34
05/03/1976,,6.04,7.36
05/04/1976,,6.06,7.31
05/05/1976,,6.06,7.34
05/06/1976,,6.13,7.37
05/07/1976,,6.15,7.45
05/10/1976,,6.18,7.51
05/11/1976,,6.22,7.52
05/12/1976,,6.31,7.54
05/13/1976,,6.31,7.53
05/14/1976,,6.42,7.59
05/17/1976,,6.45,7.63
05/18/1976,,6.42,7.63
05/19/1976,,6.52,7.64
05/20/1976,,6.65,7.71
05/21/1976,,6.66,7.81
05/24/1976,,6.6,7.76
05/25/1976,,6.59,7.72
05/26/1976,,6.69,7.78
05/27/1976,,6.82,7.82
05/28/1976,,6.75,7.78
05/31/1976,,,
